Employee ID_sender,Employee ID_receiver,relevanceScore,On Site Frequency_sender,Position Title_sender,Date in service_sender,Business Unit level 1_sender,Business Unit level 2_sender,On Site Frequency_receiver,Position Title_receiver,Date in service_receiver,Business Unit level 1_receiver,Business Unit level 2_receiver,Years in service_sender,Years in service_receiver
2003122,2003148,290.0,Hybrid,Graphic Designer II,2020-12-14,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Director, Marketing",2015-11-16,Brand 2,Marketing - Brand 2,3.67,8.75
2003122,2002934,190.0,Hybrid,Graphic Designer II,2020-12-14,Brand 2,Marketing - Brand 2,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,3.67,10.83
2003122,2003018,162.0,Hybrid,Graphic Designer II,2020-12-14,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,3.67,9.45
2003122,3007231,95.0,Hybrid,Graphic Designer II,2020-12-14,Brand 2,Marketing - Brand 2,Hybrid,Merchandising Specialist I,2021-03-15,Brand 2,Product Merchandising - Brand 2,3.67,3.42
2003122,3042755,66.0,Hybrid,Graphic Designer II,2020-12-14,Brand 2,Marketing - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,3.67,0.6
3004874,3022491,789.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Site Critical,Lead Account Specialist - School,2022-06-21,Brand 3,Field-Schools,1.92,2.15
3004874,3035716,777.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Site Critical,Account Specialist - School,2023-07-27,Brand 3,Field-Schools,1.92,1.05
3004874,2012633,260.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Site Critical,Account Specialist - School,2017-03-13,Brand 3,Field-Schools,1.92,7.42
3004874,3010069,132.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Fully Remote,Inside Sales Representative - Preschool,2021-07-26,Brand 3,Sales-Brand 3,1.92,3.05
3004874,3021784,83.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Fully Remote,Customer Service Representative 3,2022-05-09,Brand 2,Customer Service - Brand 2,1.92,2.27
3004874,2002895,73.0,Fully Remote,Customer Service Representative 3,2022-09-12,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,1.92,9.38
3029349,2002271,303.0,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,1.84,7.35
3029349,2003173,171.0,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,1.84,10.4
3029349,2003137,151.0,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,1.84,11.45
3029349,2003156,46.0,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,1.84,9.44
3038672,3027478,1504.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Fully Remote,Product Manager,2022-09-12,Corporate,Engineering - Brand 2,0.9,1.92
3038672,3042739,1173.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Fully Remote,Sr. Principal Data Engineer,2024-01-16,Corporate,Engineering - Brand 2,0.9,0.58
3038672,3021660,637.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,0.9,2.27
3038672,3040598,340.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,0.9,0.86
3038672,3031524,173.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,0.9,1.71
3038672,2002394,143.0,Hybrid,Sr. Data Engineer I,2023-09-18,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2015-03-13,Corporate,Engineering - Brand 2,0.9,9.43
2002620,2003133,349.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Brand Marketing",2012-06-18,Brand 2,Marketing - Brand 2,4.76,12.16
2002620,2003148,205.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Director, Marketing",2015-11-16,Brand 2,Marketing - Brand 2,4.76,8.75
2002620,3022260,97.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,Graphic Designer I,2022-06-20,Brand 2,Marketing - Brand 2,4.76,2.15
2002620,2002934,80.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,4.76,10.83
2002620,2003209,52.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,"Manager, Merchandising",2015-11-02,Brand 2,Product Merchandising - Brand 2,4.76,8.79
2002620,3042755,48.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,4.76,0.6
2002620,2003018,26.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,4.76,9.45
2002620,2003174,24.0,Hybrid,Sr. Graphic Designer I,2019-11-11,Brand 2,Marketing - Brand 2,Hybrid,Buyer II,2018-04-05,Corporate,Supply Chain,4.76,6.36
2002893,2003156,868.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,11.72,9.44
2002893,3018469,724.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,Corporate Attorney,2021-11-22,Corporate,Legal,11.72,2.73
2002893,2003173,476.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,11.72,10.4
2002893,3019186,465.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,"Director, Legal",2022-01-18,Corporate,Legal,11.72,2.57
2002893,3033311,174.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Fully Remote,Principal Corporate Attorney,2023-04-03,Corporate,Legal,11.72,1.36
2002893,3029869,48.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,Workforce Analyst I,2013-03-05,Brand 2,Customer Service - Brand 2,11.72,11.45
2002893,3021660,37.0,Hybrid,Customer Service Representative 4,2012-11-26,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,11.72,2.27
3043896,3031524,58.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,0.37,1.71
3043896,2002937,58.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Hybrid,Sr. Software Development Engineer I,2016-06-23,Corporate,Engineering - Brand 2,0.37,8.15
3043896,3021660,38.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,0.37,2.27
3043896,3044059,28.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Fully Remote,"Sr. Manager, Engineering",2024-04-22,Corporate,Engineering - Brand 2,0.37,0.31
3043896,2003186,19.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,0.37,10.39
3043896,2002605,19.0,Fully Remote,"Sr. Manager, Engineering",2024-04-01,Brand 2,Engineering - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,0.37,8.45
3031823,2002862,117.0,Fully Remote,Customer Service Representative 3,2022-12-19,Brand 2,Customer Service - Brand 2,Site Critical,Lead Machine Operator 5,2019-04-29,Operations,Manufacturing-Brand 1,1.65,5.3
3031823,2002895,48.0,Fully Remote,Customer Service Representative 3,2022-12-19,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,1.65,9.38
3031823,3042755,39.0,Fully Remote,Customer Service Representative 3,2022-12-19,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,1.65,0.6
3031823,2001761,28.0,Fully Remote,Customer Service Representative 3,2022-12-19,Brand 2,Customer Service - Brand 2,Hybrid,Partner Fulfillment Manager I,2015-04-27,Operations,Manufacturing-Brand 1,1.65,9.3
2002955,3031524,19.0,Hybrid,Sr. Software Development Engineer I,2014-03-12,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,10.43,1.71
2002955,2003144,9.0,Hybrid,Sr. Software Development Engineer I,2014-03-12,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2014-06-23,Corporate,Engineering - Brand 2,10.43,10.15
2002955,2003064,9.0,Hybrid,Sr. Software Development Engineer I,2014-03-12,Corporate,Engineering - Brand 2,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,10.43,8.8
3043340,3021660,39.0,Fully Remote,Software Development Engineer II,2024-02-20,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,0.48,2.27
3043340,3031524,39.0,Fully Remote,Software Development Engineer II,2024-02-20,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,0.48,1.71
3043340,2001659,1.0,Fully Remote,Software Development Engineer II,2024-02-20,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, Platform Architecture",2014-09-15,Corporate,Technology,0.48,9.92
3030001,3020739,57.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,1.81,2.38
3030001,3042755,39.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,1.81,0.6
3030001,2003156,19.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,1.81,9.44
3030001,2002271,18.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,1.81,7.35
3030001,2002862,18.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Site Critical,Lead Machine Operator 5,2019-04-29,Operations,Manufacturing-Brand 1,1.81,5.3
3030001,3043751,10.0,Fully Remote,Customer Service Representative 3,2022-10-24,Brand 2,Customer Service - Brand 2,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,1.81,0.41
2003115,3044041,47.0,Hybrid,Social Media Specialist I,2021-03-01,Brand 2,Marketing - Brand 2,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,3.45,0.35
2003115,2004510,18.0,Hybrid,Social Media Specialist I,2021-03-01,Brand 2,Marketing - Brand 2,Site Critical,Office Administrator 2,2019-09-16,Operations,Manufacturing-Brand 1,3.45,4.91
2002838,3021660,568.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,3.05,2.27
2002838,3031524,479.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,3.05,1.71
2002838,2004543,254.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Hybrid,"Director, Network Systems",2019-10-07,Corporate,Technology,3.05,4.85
2002838,3030382,227.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Fully Remote,Principal Software Development Engineer,2022-11-14,Corporate,Engineering - Brand 2,3.05,1.75
2002838,3042739,117.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Fully Remote,Sr. Principal Data Engineer,2024-01-16,Corporate,Engineering - Brand 2,3.05,0.58
2002838,2003217,88.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2019-02-21,Corporate,Engineering - Brand 2,3.05,5.48
2002838,2001135,73.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Hybrid,"Manager, Systems Engineering",2009-08-26,Corporate,Technology,3.05,14.98
2002838,2001173,38.0,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,Hybrid,Principal Software Architect,2010-06-14,Corporate,Technology,3.05,14.18
2003112,3025972,6535.0,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,3.26,1.98
2003112,2003036,5020.0,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,3.26,3.49
2003112,2001289,1029.0,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,Hybrid,Client Services Specialist II,2012-03-15,Operations,Manufacturing-Brand 1,3.26,12.42
2003112,2002271,370.0,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,3.26,7.35
2003112,2002862,165.0,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,Site Critical,Lead Machine Operator 5,2019-04-29,Operations,Manufacturing-Brand 1,3.26,5.3
2003175,3021660,220.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,8.55,2.27
2003175,2002394,83.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2015-03-13,Corporate,Engineering - Brand 2,8.55,9.43
2003175,3031524,68.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,8.55,1.71
2003175,3027478,57.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Fully Remote,Product Manager,2022-09-12,Corporate,Engineering - Brand 2,8.55,1.92
2003175,2003144,56.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2014-06-23,Corporate,Engineering - Brand 2,8.55,10.15
2003175,2003064,56.0,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,8.55,8.8
3031524,3021660,1480.0,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,1.71,2.27
3031524,3043957,177.0,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,Fully Remote,"SVP, Chief Product and Technology Officer",2024-03-25,Corporate,Leadership,1.71,0.39
3031524,3044059,163.0,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,Fully Remote,"Sr. Manager, Engineering",2024-04-22,Corporate,Engineering - Brand 2,1.71,0.31
3031524,3033436,143.0,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,Hybrid,HR Generalist II,2023-04-17,Corporate,Human Resources,1.71,1.33
2003154,3021660,430.0,Hybrid,Sr. Art Director II,2018-04-30,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,6.29,2.27
2003154,3008329,390.0,Hybrid,Sr. Art Director II,2018-04-30,Corporate,Engineering - Brand 2,Fully Remote,Sr. Content Development Specialist II,2021-06-01,Brand 1 Consumer,Consumer,6.29,3.2
2003154,2000509,127.0,Hybrid,Sr. Art Director II,2018-04-30,Corporate,Engineering - Brand 2,Fully Remote,Principal Software Engineer,2017-03-01,Corporate,Technology,6.29,7.46
2003154,2002559,82.0,Hybrid,Sr. Art Director II,2018-04-30,Corporate,Engineering - Brand 2,Hybrid,Principal Software Engineer,2018-04-22,Corporate,Technology,6.29,6.32
3033414,2003155,2705.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,1.35,5.78
3033414,3040598,1357.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,1.35,0.86
3033414,2003209,949.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,"Manager, Merchandising",2015-11-02,Brand 2,Product Merchandising - Brand 2,1.35,8.79
3033414,3042370,636.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Director, Growth - Brand 2",2023-11-27,Brand 2,Marketing - Brand 2,1.35,0.71
3033414,2003148,517.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,"Sr. Director, Marketing",2015-11-16,Brand 2,Marketing - Brand 2,1.35,8.75
3033414,3020739,516.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,1.35,2.38
3033414,2003018,479.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,1.35,9.45
3033414,3043751,423.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,1.35,0.41
3033414,2003133,331.0,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,Hybrid,"Sr. Manager, Brand Marketing",2012-06-18,Brand 2,Marketing - Brand 2,1.35,12.16
2003199,2003173,3447.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,3.45,10.4
2003199,2002724,3364.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,3.45,4.16
2003199,2002895,3364.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,3.45,9.38
2003199,2002956,273.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2017-05-15,Brand 2,Customer Service - Brand 2,3.45,7.25
2003199,2002271,75.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,3.45,7.35
2003199,2003000,29.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Fully Remote,Sr. Product Specialist I,2013-02-11,Corporate,Engineering - Brand 2,3.45,11.51
3044041,2003148,239.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Director, Marketing",2015-11-16,Brand 2,Marketing - Brand 2,0.35,8.75
3044041,2003018,182.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,0.35,9.45
3044041,2003115,165.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,Social Media Specialist I,2021-03-01,Brand 2,Marketing - Brand 2,0.35,3.45
3044041,2003133,114.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Brand Marketing",2012-06-18,Brand 2,Marketing - Brand 2,0.35,12.16
3044041,3042370,94.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Fully Remote,"Director, Growth - Brand 2",2023-11-27,Brand 2,Marketing - Brand 2,0.35,0.71
3044041,2002643,76.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,"Manager, Marketing",2021-05-03,Brand 2,Marketing - Brand 2,0.35,3.28
3044041,2003036,58.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,0.35,3.49
3044041,3040598,57.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,0.35,0.86
3044041,2002680,57.0,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,Hybrid,Collaborations Specialist I,2020-06-16,Brand 2,Marketing - Brand 2,0.35,4.16
3029900,2002166,966.0,Fully Remote,"Sr. Manager, Channel Marketing",2022-11-14,Brand 2,Marketing - Brand 2,Hybrid,Partner Marketing Specialist I,2014-09-29,Brand 2,Marketing - Brand 2,1.75,9.88
3029900,2003155,335.0,Fully Remote,"Sr. Manager, Channel Marketing",2022-11-14,Brand 2,Marketing - Brand 2,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,1.75,5.78
3029900,3040598,216.0,Fully Remote,"Sr. Manager, Channel Marketing",2022-11-14,Brand 2,Marketing - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,1.75,0.86
3029900,2002416,19.0,Fully Remote,"Sr. Manager, Channel Marketing",2022-11-14,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Marketing",2017-09-19,Corporate,Marketing,1.75,6.9
2002895,2003173,336.0,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,9.38,10.4
2002895,2002956,313.0,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2017-05-15,Brand 2,Customer Service - Brand 2,9.38,7.25
2002895,3019286,66.0,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 3,2022-01-24,Brand 2,Customer Service - Brand 2,9.38,2.55
2002895,3029400,64.0,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,Fully Remote,Customer Service Representative 3,2022-10-17,Brand 2,Customer Service - Brand 2,9.38,1.82
2002895,3029869,56.0,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,Hybrid,Workforce Analyst I,2013-03-05,Brand 2,Customer Service - Brand 2,9.38,11.45
3029400,3042755,97.0,Fully Remote,Customer Service Representative 3,2022-10-17,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,1.82,0.6
3029400,2002895,51.0,Fully Remote,Customer Service Representative 3,2022-10-17,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,1.82,9.38
3029400,2002956,17.0,Fully Remote,Customer Service Representative 3,2022-10-17,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2017-05-15,Brand 2,Customer Service - Brand 2,1.82,7.25
2003157,2003173,1932.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,3.45,10.4
2003157,2003137,1680.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,3.45,11.45
2003157,2003198,1570.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,3.45,4.98
2003157,3029349,28.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,3.45,1.84
2003157,2002599,28.0,Hybrid,Customer Service Representative 4,2021-03-01,Brand 2,Customer Service - Brand 2,Site Critical,"Director, Quality",2018-06-04,Operations,Manufacturing-Brand 1,3.45,6.2
2000237,2003154,228.0,Fully Remote,Art Director II,2020-01-27,Corporate,Engineering - Brand 2,Hybrid,Sr. Art Director II,2018-04-30,Corporate,Engineering - Brand 2,4.55,6.29
2002724,2002271,325.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,4.16,7.35
2002724,2002862,109.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Site Critical,Lead Machine Operator 5,2019-04-29,Operations,Manufacturing-Brand 1,4.16,5.3
2002724,2001761,98.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Hybrid,Partner Fulfillment Manager I,2015-04-27,Operations,Manufacturing-Brand 1,4.16,9.3
